"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","wp-btn","listing-card--owner-info__firm-name","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/145175-163","25","25.000","26-11-2025","Kiralık Daire","2 +
                          1","75 m²","5
                        Yaşında","3. Kat","Kuruçeşme Mah Sıfır Eşyalı Doğalgazlı Klimalı 2+1 Daire","İzmir / Buca / Kuruçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/nirvana-gayrimenkul-145175","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Nirvana Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bornova-yesilova-kiralik/daire/163689-13","19","47.500","13-11-2025","Kiralık Daire","3 +
                          1","170 m²","11
                        Yaşında","1. Kat","Yeşilovanın En Gelişen Bölgesinde Site İçerisinde Kiralık","İzmir / Bornova / Yeşilova Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/140182-368","49","700.000","18-10-2025","Kiralık Villa","3 +
                          1","533 m²","26
                        Yaşında","","Çeşme Alaçatı Çamlık Yolda Kiralık 3+1 Eşyalı Villa","İzmir / Çeşme / Alaçatı Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-motto-140182","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Coldwell Banker Motto","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/63598-293","40","50.000","01-12-2025","Kiralık Daire","4 +
                          0","270 m²","22
                        Yaşında","4. Kat","Arga'dan Buca Çevikbir'de 5+1 Teraslı Kiralık  Dubleks Daire","İzmir / Buca / Kozağaç Mah.","https://www.hepsiemlak.com/emlak-ofisi/arga-emlak-63598","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Arga Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-ataturk-kiralik/daire/123628-101","45","23.000","10-11-2025","Kiralık Daire","1 +
                          1","45 m²","Sıfır Bina","2. Kat","İzmir Buca North City Sitesinde 1+1 Kiralık Daire","İzmir / Buca / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-buraya-123628","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Emlak Buraya","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-balcova-teleferik-kiralik/daire/27103-4726","37","40.000","28-11-2025","Kiralık Daire","2 +
                          1","100 m²","15
                        Yaşında","4. Kat","Dayım Emlaktan Eşyalı Kiralık Daire","İzmir / Balçova / Teleferik Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-bornova-kizilay-kiralik/daire/133288-357","25","26.000","12-11-2025","Kiralık Daire","3 +
                          1","110 m²","25
                        Yaşında","En Üst Kat","Bornova Kızılay Mah. 3+1 İçi Yapılı Kiralık Daire","İzmir / Bornova / Kızılay Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozsari-emlak-133288","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Özsarı Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-konak-atilla-kiralik/daire/128275-679","23","23.000","04-12-2025","Kiralık Daire","3 +
                          1","125 m²","25
                        Yaşında","2. Kat","Full Eşyalı D.Gazli Asansörlü Cade Üstü Ferah Daire","İzmir / Konak / Atilla Mah.","https://www.hepsiemlak.com/emlak-ofisi/relaks-35-gayrimenkul-128275/ersoy-cinkaya-3201495","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Relaks 35 Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-torbali-ertugrul-kiralik/daire/87149-53","35","25.000","28-11-2025","Kiralık Daire","4 +
                          1","170 m²","21
                        Yaşında","3. Kat","Ertuğrulda Arakat Geniş Daire","İzmir / Torbalı / Ertuğrul Mah.","https://www.hepsiemlak.com/emlak-ofisi/er-emlak-87149","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Er Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-konak-mersinli-kiralik/residence/153267-124","15","85.000","06-11-2025","Kiralık Residence","3 +
                          1","170 m²","Sıfır Bina","21 ve üzeri","Kiralık Muhteşem Deniz Manzaralı 3+1 Daire","İzmir / Konak / Mersinli Mah.","https://www.hepsiemlak.com/emlak-ofisi/exp-realty-153267","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Exp Realty","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-urla-yenice-kiralik/villa/125876-2808","38","200.000","01-12-2025","Kiralık Villa","6 +
                          1","360 m²","21
                        Yaşında","Bahçe Katı","Kw'den Urla Kekliktepe Mesa 1'de 6+1 Villa","İzmir / Urla / Yenice Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Kw Alesta-viya-orsa 4","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-menemen-tulbentli-kiralik/daire/144707-335","24","27.000","27-11-2025","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","6. Kat","Menemen Merkezde 2+1 Sıfır Kiralık Daire","İzmir / Menemen / Tülbentli Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","",""
"https://www.hepsiemlak.com/izmir-buca-guven-kiralik/daire/130324-1141","24","28.000","22-11-2025","Kiralık Daire","3 +
                          1","130 m²","21
                        Yaşında","2. Kat","Şirinyer Merkez 3+1 Kiralık Daire","İzmir / Buca / Güven Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunes-gayrimenkul-130324","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Güneş Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-tahsin-yazici-kiralik/daire/78202-3353","56","30.000","26-11-2025","Kiralık Daire","3 +
                          1","135 m²","20
                        Yaşında","2. Kat","Yeşilyurt Tahsin Yazıcı’da Deniz Manzaralı 3+1 135 M2 Ebeveyn Banyolu Kiralık Daire","İzmir / Karabağlar / Tahsin Yazıcı Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-sembol-78202","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Remax Sembol","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-torbali-cumhuriyet-kiralik/daire/95108-679","35","40.000","03-12-2025","Kiralık Daire","4 +
                          1","200 m²","5
                        Yaşında","1. Kat","İzban Yakını Havuzlu Güvenlikli Sitede Kiralık 4+1 Daire","İzmir / Torbalı / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-torbali-temsilciligi-95108","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","Turyap Torbalı Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
